ensembl_gene_ids,baseMean,log2FoldChange,lfcSE,pvalue,padj,mgi_symbols,gene_symbols,ENTREZ_IDs
ENSMUSG00000056763,1361.7507550387904,0.07341774942211968,0.07891600355780387,0.3494616684620915,0.523365933448591,MGI:MGI:2681832,Cspp1,211660
ENSMUSG00000067851,6174.884454611458,-0.4488783638752584,0.05176602239488914,3.305783352956042e-18,4.843655625170055e-17,MGI:MGI:2442988,Arfgef1,211673
ENSMUSG00000083422,10.495507097192725,0.2743878156228556,0.516975785777657,0.3768250082932081,0.5512153937318718,NA,NA,NA
ENSMUSG00000081417,0.5079723766781001,0.0016107947219090864,0.6003488933225275,0.9322992282404536,NA,MGI:MGI:3783050,Gm15603,102636010
ENSMUSG00000048960,0.15795740454300544,-0.024255882438582198,0.6014444058223389,0.8537610393113703,NA,MGI:MGI:1923385,Prex2,109294
ENSMUSG00000097628,3.020679889826897,0.012469327760964401,0.5615923008050175,0.9473562986952239,0.9722700987065291,NA,NA,NA
ENSMUSG00000016918,0.3424417232209391,-0.0011801501671243738,0.5999668739705353,0.975091974782378,NA,MGI:MGI:2138563,Sulf1,240725
ENSMUSG00000025938,23.58460529173005,1.655747441470136,0.5724934421094023,3.650754357869132e-4,0.0014249929818386591,MGI:MGI:2443431,Slco5a1,240726
ENSMUSG00000042414,0.3424417232209391,-0.0011801501671243738,0.5999668739705353,0.975091974782378,NA,MGI:MGI:3588194,Prdm14,383491
ENSMUSG00000005886,6317.709510119348,-0.09120444718772645,0.050358871202089955,0.06929344097847052,0.14721737009075364,MGI:MGI:1276533,Ncoa2,17978
ENSMUSG00000087782,1.9724908534682697,-0.11809475018106366,0.5917516391152451,0.45551095453310825,0.6290992217337484,MGI:MGI:5452946,Gm23169,115487625
ENSMUSG00000025935,5239.179483299461,0.20725364636242022,0.05241061971665388,6.099453494496806e-5,2.757898775922823e-4,MGI:MGI:1919515,Tram1,72265
ENSMUSG00000025937,650.6891175761294,0.389830454135433,0.10943066003561838,2.8464374809882167e-4,0.0011349321990353806,MGI:MGI:2442551,Lactb2,212442
ENSMUSG00000067813,0.15939538574174897,0.023752489455263596,0.6012451354268766,0.8031983443926559,NA,MGI:MGI:2686466,Xkr9,381246
ENSMUSG00000097711,6.639851545314503,-0.056082205029755805,0.5113652672631622,0.8343287512307881,0.9076364170862317,MGI:MGI:3649089,Gm5523,433273
ENSMUSG00000025932,2.255033761008018,0.2474454947610004,0.647997367149321,0.15241770127009865,0.2791254442534427,MGI:MGI:109344,Eya1,14048
ENSMUSG00000025930,159.87318125109175,-0.710135935960924,0.20097147973304788,1.786358786422618e-4,7.420420554003419e-4,MGI:MGI:1333884,Msc,17681
ENSMUSG00000054493,8.400904937569257,-0.4219433418144864,0.6150604380885123,0.1911426707163714,0.33317947194283243,NA,NA,NA
ENSMUSG00000081201,2.3695568749296094,0.04933014615450601,0.5676976827483758,0.7964522211486311,0.8863968254076636,NA,NA,NA
ENSMUSG00000082193,26.42305455337502,-0.12201223547058572,0.3802454686566802,0.6783972794844044,0.8095924453405361,MGI:MGI:3647110,Rpl5-ps1,665407
ENSMUSG00000032769,4.090995459716731,0.11346300780609071,0.5605870144427916,0.6076124638383578,0.7596334088844401,MGI:MGI:3522699,Trpa1,277328
ENSMUSG00000073737,17.3288135284964,0.0341393755820604,0.4261521263173814,0.9113473077635718,0.9526696001969553,MGI:MGI:3642220,Gm10566,100039959
ENSMUSG00000025925,1106.1237037554504,-0.03846358444709299,0.09072460135285636,0.6673880396367049,0.8021778003199418,MGI:MGI:109634,Terf1,21749
ENSMUSG00000088943,0.16485600460543468,-0.024266950672254775,0.6014427073255282,0.8537688666730124,NA,NA,NA,NA
ENSMUSG00000043716,18116.060930157088,0.014536625097623098,0.043713435285630195,0.7398416259829792,0.8504526826735405,MGI:MGI:98073,Rpl7,19989
ENSMUSG00000025921,299.04745551197686,-0.11308452910068859,0.14433798961794103,0.41924914362402266,0.5955867570434837,MGI:MGI:1924238,Rdh10,98711
ENSMUSG00000025920,22.748053175783596,-0.6816918659708388,0.512823514916028,0.057912732345336795,0.1270082671635918,MGI:MGI:1352508,Stau2,29819
ENSMUSG00000025939,560.6747976835652,-0.25127751419324323,0.11271810000717601,0.022896354246169412,0.057562317701409176,MGI:MGI:1914049,Ube2w,66799
ENSMUSG00000079658,1202.248825695893,0.17622405215251455,0.0878714703799243,0.04278139097232985,0.09831252572701916,MGI:MGI:1915173,Eloc,67923
ENSMUSG00000025940,524.0440028210805,0.03921033192706088,0.11369715146702321,0.7244783240678687,0.8402640460159129,MGI:MGI:1915068,Tmem70,70397
ENSMUSG00000025779,57.45630189578586,-0.26936528392730025,0.30404411278661486,0.3025371156932783,0.47235168359971125,MGI:MGI:1341909,Ly96,17087
ENSMUSG00000091020,15.448001266058522,0.27412316687606914,0.47065836698821356,0.38656109958053597,0.5613812036749117,MGI:MGI:3644176,Gm5828,545306
ENSMUSG00000042686,1.5088239318251238,0.12729842055927754,0.6011456884054284,0.3617571221684862,0.5362535132880512,MGI:MGI:1891495,Jph1,57339
ENSMUSG00000025777,0.6112037577883657,-0.029553465590078917,0.6021229246469665,0.7288511046963825,NA,MGI:MGI:1338002,Gdap1,14545
ENSMUSG00000067780,2.740607065724525,-0.05445282070304698,0.560556405721332,0.7930154895776917,0.8842928243740421,MGI:MGI:1934659,Pi15,94227
ENSMUSG00000085125,0.15939538574174897,0.023752489455263596,0.6012451354268766,0.8031983443926559,NA,MGI:MGI:3801761,Gm16070,102634913
ENSMUSG00000025776,0.31879077148349794,0.02719953615742003,0.6016414128092474,0.7260851777874093,NA,MGI:MGI:1934666,Crispld1,83691
ENSMUSG00000060128,13.17997133567499,0.03543483836630656,0.45447322424155634,0.9065973205822246,0.9498324014065869,MGI:MGI:3780879,Gm2710,108167606
ENSMUSG00000025927,0.15939538574174897,0.023752489455263596,0.6012451354268766,0.8031983443926559,NA,MGI:MGI:104672,Tfap2b,21419
ENSMUSG00000090142,2.4807258931638017,-0.1530201870515173,0.5966688540522167,0.36513651617628967,0.5396386541588396,NA,NA,NA
ENSMUSG00000025929,6.609207203145158,-0.13667724674968074,0.5263463002728959,0.6117831263862071,0.7625862990038498,MGI:MGI:107364,Il17a,16171
ENSMUSG00000041872,5.162884972242362,-0.15098828326094602,0.5494777571206138,0.5484456835396134,0.7107440697220031,MGI:MGI:2676631,Il17f,257630
ENSMUSG00000041859,4980.727218383411,0.4929487269723686,0.05315643765408469,1.2218443631368171e-20,2.0150770896793147e-19,MGI:MGI:101845,Mcm3,17215
ENSMUSG00000097934,0.15795740454300544,-0.024255882438582198,0.6014444058223389,0.8537610393113703,NA,MGI:MGI:1924991,6720483E21Rik,77741
ENSMUSG00000025931,89.59600943147377,-1.09645040924597,0.27357197252229626,1.3230697780127924e-5,6.635559856969957e-5,MGI:MGI:1921479,Paqr8,74229
ENSMUSG00000041809,5.7616925214795724,-0.40378296837582756,0.6798067272146338,0.14868454010737667,0.2735320339902128,MGI:MGI:1919127,Efhc1,71877
ENSMUSG00000041779,432.06574051615866,0.31056923149934335,0.13040652644078296,0.014512101252999156,0.03875358384009972,MGI:MGI:1924817,Tram2,170829
ENSMUSG00000025933,27.07526286811712,-0.10902415202269543,0.3871896600269861,0.7101284332977802,0.8312337906996135,MGI:MGI:1922962,Tmem14a,75712
ENSMUSG00000025934,1.8234083979183489,-0.14124422166467454,0.6076853797434645,0.2656428698613554,0.4279635900274649,MGI:MGI:95856,Gsta3,14859
ENSMUSG00000096375,1.6038204568665557,-0.08565857814917462,0.5899280075181329,0.582854669389472,0.7394849069863099,NA,NA,NA
ENSMUSG00000025936,2.1315159379866295,0.16900098491321536,0.6040661190520922,0.37573718984637133,0.550214308977147,MGI:MGI:3647976,Gm4956,241041
ENSMUSG00000067750,0.3448170162888406,0.04326983331193353,0.6024924237815291,0.6544481442068659,NA,MGI:MGI:2676610,Khdc1a,368204
ENSMUSG00000085079,0.15939538574174897,0.023752489455263596,0.6012451354268766,0.8031983443926559,NA,MGI:MGI:2138477,Khdc1b,98582
ENSMUSG00000028033,116.330394227085,-1.7559475795681305,0.24866942059615826,1.916530388283183e-13,2.1000103370749417e-12,MGI:MGI:1924937,Kcnq5,226922
ENSMUSG00000082935,584.9841862041097,0.14252574658016917,0.11130406783910902,0.19255572678020003,0.3352470274070673,MGI:MGI:3648029,Gm7658,665489
ENSMUSG00000097109,0.9855915232575785,-0.0742380542598921,0.6016104638815738,0.546270470928439,NA,NA,NA,NA
ENSMUSG00000041670,0.16485600460543468,-0.024266950672254775,0.6014427073255282,0.8537688666730124,NA,MGI:MGI:2152971,Rims1,116837
ENSMUSG00000097970,0.18542163054709163,0.020647077526372078,0.6012959202506367,0.8018578952338239,NA,NA,NA,NA
ENSMUSG00000026158,196.11208391555286,2.2044635847883862,0.20031905033507658,3.1544166386576636e-29,7.262941894384639e-28,MGI:MGI:1917405,Ogfrl1,70155
ENSMUSG00000097920,0.3433790350900971,-0.0011167435206775747,0.5999668965653366,0.9751395073574053,NA,MGI:MGI:3645448,Gm7784,665782
ENSMUSG00000026156,0.5209647537056015,0.027746394396219308,0.5980796050071718,0.7788313293234039,NA,MGI:MGI:2389490,B3gat2,280645
ENSMUSG00000026155,3605.148988047078,0.2446420726852961,0.05869447241715608,2.862479378355617e-5,1.3593728156247828e-4,MGI:MGI:2138261,Smap1,98366
ENSMUSG00000026154,128.68177939957434,0.3518000729187325,0.21482939963129383,0.07852701589159147,0.16311721906760693,MGI:MGI:1915252,Sdhaf4,68002
ENSMUSG00000096985,0.15795740454300544,-0.024255882438582198,0.6014444058223389,0.8537610393113703,NA,NA,NA,NA
